run_id,pid,exit_code,wallclock_s,max_rss_mb
869,18272,0,2.049576,109.422
870,18273,0,2.481636,112.484
871,18274,0,2.259587,110.785
872,18335,0,2.550918,113.156
873,18336,0,2.555540,114.770
874,18337,0,2.559898,113.527
875,18398,0,2.608079,114.738
876,18399,0,2.796710,114.539
877,18440,0,2.618118,112.953
878,18461,0,2.651788,114.965
879,18462,0,2.655698,115.055
880,18463,0,2.258575,111.852
881,18524,0,2.263940,111.438
882,18525,0,2.475019,112.016
883,18566,0,2.290505,110.617
884,18567,0,2.503887,111.805
885,18608,0,2.801278,114.266
886,18629,0,3.043075,116.258
887,18630,0,2.851720,113.992
888,18671,0,3.230017,113.188
889,18672,0,3.052376,114.262
890,18673,0,2.676196,111.797
891,18674,0,2.455678,111.625
892,18676,0,2.865868,115.094
893,18776,0,2.690891,113.125
894,18777,0,2.875087,113.480
895,18818,0,2.477226,111.480
896,18839,0,2.830784,111.141
897,18840,0,2.444581,109.750
898,18841,0,2.834105,110.637
899,18902,0,2.841966,112.395
900,18923,0,2.831642,114.031
901,18924,0,3.405836,118.434
902,18965,0,2.605036,110.406
903,18966,0,3.006805,112.191
904,18967,0,3.008759,111.711
905,19028,0,2.822692,113.617
906,19029,0,3.530523,117.332
907,19070,0,2.913825,114.352
908,19071,0,3.111586,115.484
909,19072,0,2.612872,110.836
910,19133,0,2.694130,112.102
911,19134,0,3.090140,115.219
912,19135,0,2.392342,108.000
913,19136,0,2.546558,108.621
914,19217,0,2.857099,115.238
915,19238,0,2.805424,115.188
916,19239,0,2.584432,112.398
917,19280,0,2.825596,114.594
918,19281,0,2.828650,113.836
919,19322,0,2.642600,110.742
920,19323,0,2.821173,113.109
921,19324,0,2.989109,114.430
922,19325,0,2.650524,111.785
923,19406,0,2.816369,113.883
924,19407,0,2.479750,110.941
925,19408,0,2.647062,110.707
926,19469,0,2.430467,111.336
927,19490,0,2.366569,112.246
928,19491,0,3.280317,116.152
929,19532,0,2.359660,111.594
930,19553,0,2.625557,114.875
931,19554,0,2.161123,113.094
932,19595,0,2.905480,114.391
933,19596,0,2.712443,112.461
934,19597,0,2.494921,111.062
935,19599,0,2.498355,109.918
936,19600,0,2.713970,114.309
937,19700,0,2.361500,110.359
938,19701,0,2.762440,112.742
939,19742,0,2.571990,111.734
940,19743,0,2.381270,109.973
941,19784,0,3.020907,114.465
942,19805,0,2.599622,112.750
943,19806,0,2.603346,112.949
944,19807,0,2.374257,111.793
945,19868,0,3.037778,115.129
946,19889,0,2.603644,112.137
947,19910,0,2.844047,111.574
948,19911,0,3.024222,113.984
949,19912,0,2.648746,110.328
950,19913,0,2.651256,112.102
951,19915,0,2.436605,109.441
952,20015,0,2.684012,112.941
953,20016,0,2.491521,110.805
954,20017,0,3.300054,113.320
955,20078,0,2.861691,112.738
956,20079,0,2.865468,111.414
957,20080,0,3.081673,116.289
958,20141,0,3.043228,113.883
959,20142,0,2.854154,113.051
960,20183,0,2.576960,111.312
961,20204,0,2.971123,113.504
962,20205,0,2.560411,111.656
963,20206,0,2.780649,111.496
964,20207,0,3.153480,115.332
965,20288,0,2.963325,114.016
966,20289,0,2.965578,113.039
967,20290,0,2.967375,114.227
968,20351,0,2.756541,112.340
969,20352,0,2.758334,110.824
970,20353,0,2.580145,110.004
971,20414,0,2.684257,111.160
972,20435,0,3.007594,114.262
973,20436,0,2.469912,109.879
974,20477,0,2.416330,111.000
975,20498,0,2.699764,113.074
976,20499,0,2.387859,110.246
977,20540,0,2.629448,111.129
978,20541,0,3.051482,115.555
979,20542,0,2.946297,112.879
980,20543,0,2.359695,110.695
981,20624,0,2.555511,112.762
982,20625,0,2.319835,110.297
983,20666,0,2.333645,110.754
984,20687,0,2.842121,115.297
985,20688,0,2.530041,113.785
986,20729,0,2.437562,113.109
987,20730,0,2.951995,115.848
988,20731,0,2.746558,112.473
989,20792,0,2.229352,111.391
990,20793,0,2.125026,112.027
991,20834,0,2.520457,114.164
992,20855,0,2.936980,115.965
993,20876,0,2.245944,111.613
994,20877,0,3.255100,116.027
995,20918,0,1.974206,110.305
996,20919,0,2.582597,113.992
997,20920,0,2.378898,114.445
998,20921,0,2.378621,111.852
999,20923,0,2.479940,110.391
